transacao_id;data_hora;cliente_id;categoria;valor_venda;estado;status;detalhes_acesso
1206;2026-01-03 03:15:00;C044;Moda;174.3;PR;Pendente;"{""sistema"": ""Web"", ""versao_app"": ""N/A""}"
1207;2026-01-03 03:30:00;C024;Casa;481.29;RJ;Pendente;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1208;2026-01-03 03:45:00;C079;Eletrônicos;345.94;PR;Pendente;"{""sistema"": ""Web"", ""versao_app"": ""N/A""}"
1209;2026-01-03 04:00:00;C059;Livros;394.53;BA;Concluído;"{""sistema"": ""Web"", ""versao_app"": ""N/A""}"
1210;2026-01-03 04:15:00;C032;Moda;286.9;PR;Pendente;"{""sistema"": ""iOS"", ""versao_app"": ""2.2""}"
1211;2026-01-03 04:30:00;C096;Moda;68.83;BA;Cancelado;"{""sistema"": ""iOS"", ""versao_app"": ""2.2""}"
1212;2026-01-03 04:45:00;C088;Moda;216.88;BA;Concluído;"{""sistema"": ""Web"", ""versao_app"": ""N/A""}"
1213;2026-01-03 05:00:00;C052;Moda;1064.48;BA;Concluído;"{""sistema"": ""Web"", ""versao_app"": ""N/A""}"
1214;2026-01-03 05:15:00;C062;Casa;712.7;BA;Concluído;"{""sistema"": ""Web"", ""versao_app"": ""N/A""}"
1215;2026-01-03 05:30:00;C058;Eletrônicos;31.03;BA;Pendente;"{""sistema"": ""Web"", ""versao_app"": ""N/A""}"
1216;2026-01-03 05:45:00;C052;Eletrônicos;65.03;RJ;Pendente;"{""sistema"": ""Web"", ""versao_app"": ""N/A""}"
1217;2026-01-03 06:00:00;C012;Livros;55.31;BA;Concluído;"{""sistema"": ""Web"", ""versao_app"": ""N/A""}"
1218;2026-01-03 06:15:00;C039;Esportes;343.64;RJ;Concluído;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1219;2026-01-03 06:30:00;C002;Moda;445.64;BA;Concluído;"{""sistema"": ""Web"", ""versao_app"": ""N/A""}"
1220;2026-01-03 06:45:00;C003;Moda;80.04;PR;Concluído;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1221;2026-01-03 07:00:00;C056;Casa;196.23;PE;Pendente;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1222;2026-01-03 07:15:00;C081;Moda;479.25;BA;Concluído;"{""sistema"": ""Web"", ""versao_app"": ""N/A""}"
1223;2026-01-03 07:30:00;C059;Eletrônicos;349.94;MG;Cancelado;"{""sistema"": ""Web"", ""versao_app"": ""N/A""}"
1224;2026-01-03 07:45:00;C002;Eletrônicos;215.35;BA;Cancelado;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1225;2026-01-03 08:00:00;C002;Casa;;BA;Concluído;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1226;2026-01-03 08:15:00;C092;Casa;197.5;PR;Pendente;"{""sistema"": ""Web"", ""versao_app"": ""N/A""}"
1227;2026-01-03 08:30:00;C054;Eletrônicos;108.29;RS;Concluído;"{""sistema"": ""Web"", ""versao_app"": ""N/A""}"
1228;2026-01-03 08:45:00;C087;Eletrônicos;228.11;PR;Pendente;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1229;2026-01-03 09:00:00;C096;Eletrônicos;311.9;MG;Concluído;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1230;2026-01-03 09:15:00;C097;Casa;536.53;RS;Concluído;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1231;2026-01-03 09:30:00;C001;Eletrônicos;272.85;SP;Pendente;"{""sistema"": ""iOS"", ""versao_app"": ""2.2""}"
1232;2026-01-03 09:45:00;C019;Eletrônicos;377.95;SP;Concluído;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1233;2026-01-03 10:00:00;C002;Livros;63.61;MG;Concluído;"{""sistema"": ""iOS"", ""versao_app"": ""2.2""}"
1234;2026-01-03 10:15:00;C053;Eletrônicos;174.77;PR;Pendente;"{""sistema"": ""Web"", ""versao_app"": ""N/A""}"
1235;2026-01-03 10:30:00;C044;Casa;22.34;RJ;Pendente;"{""sistema"": ""Web"", ""versao_app"": ""N/A""}"
1236;2026-01-03 10:45:00;C090;Eletrônicos;90.82;MG;Concluído;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1237;2026-01-03 11:00:00;C032;Eletrônicos;344.08;PE;Concluído;"{""sistema"": ""Web"", ""versao_app"": ""N/A""}"
1238;2026-01-03 11:15:00;C070;Eletrônicos;1221.21;RS;Cancelado;"{""sistema"": ""Web"", ""versao_app"": ""N/A""}"
1239;2026-01-03 11:30:00;C032;Casa;46.11;RS;Concluído;"{""sistema"": ""Web"", ""versao_app"": ""N/A""}"
1240;2026-01-03 11:45:00;C068;Livros;148.33;BA;Concluído;"{""sistema"": ""Web"", ""versao_app"": ""N/A""}"
1241;2026-01-03 12:00:00;C055;Livros;422.45;SP;Pendente;"{""sistema"": ""iOS"", ""versao_app"": ""2.2""}"
1242;2026-01-03 12:15:00;C075;Moda;77.05;RS;Concluído;"{""sistema"": ""iOS"", ""versao_app"": ""2.2""}"
1243;2026-01-03 12:30:00;C056;Casa;222.47;MG;Concluído;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1244;2026-01-03 12:45:00;C017;Eletrônicos;350.19;RS;Cancelado;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1245;2026-01-03 13:00:00;C038;Moda;259.27;MG;Pendente;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1246;2026-01-03 13:15:00;C024;Livros;72.07;RJ;Concluído;"{""sistema"": ""Web"", ""versao_app"": ""N/A""}"
1247;2026-01-03 13:30:00;C069;Eletrônicos;129.78;BA;Concluído;"{""sistema"": ""Web"", ""versao_app"": ""N/A""}"
1248;2026-01-03 13:45:00;C098;Eletrônicos;402.88;SP;Concluído;"{""sistema"": ""iOS"", ""versao_app"": ""2.2""}"
1249;2026-01-03 14:00:00;C070;Eletrônicos;221.99;RS;Cancelado;"{""sistema"": ""iOS"", ""versao_app"": ""2.2""}"
1250;2026-01-03 14:15:00;C086;Eletrônicos;21.31;MG;Concluído;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1251;2026-01-03 14:30:00;C011;Eletrônicos;377.81;PR;Concluído;"{""sistema"": ""iOS"", ""versao_app"": ""2.2""}"
1252;2026-01-03 14:45:00;C016;Casa;28.99;SP;Concluído;"{""sistema"": ""iOS"", ""versao_app"": ""2.2""}"
1253;2026-01-03 15:00:00;C097;Moda;362.34;RJ;Concluído;"{""sistema"": ""iOS"", ""versao_app"": ""2.2""}"
1254;2026-01-03 15:15:00;C073;Livros;76.56;MG;Pendente;"{""sistema"": ""iOS"", ""versao_app"": ""2.2""}"
1255;2026-01-03 15:30:00;C059;Livros;812.96;PE;Pendente;"{""sistema"": ""iOS"", ""versao_app"": ""2.2""}"
1256;2026-01-03 15:45:00;C070;Moda;134.69;PE;Pendente;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1257;2026-01-03 16:00:00;C080;Moda;118.98;BA;Concluído;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1258;2026-01-03 16:15:00;C093;Moda;60.3;BA;Concluído;"{""sistema"": ""iOS"", ""versao_app"": ""2.2""}"
1259;2026-01-03 16:30:00;C003;Casa;111.18;RJ;Concluído;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1260;2026-01-03 16:45:00;C020;Moda;543.18;RJ;Cancelado;"{""sistema"": ""Web"", ""versao_app"": ""N/A""}"
1261;2026-01-03 17:00:00;C059;Casa;1422.19;BA;Pendente;"{""sistema"": ""iOS"", ""versao_app"": ""2.2""}"
1262;2026-01-03 17:15:00;C036;Moda;134.84;RS;Pendente;"{""sistema"": ""Web"", ""versao_app"": ""N/A""}"
1263;2026-01-03 17:30:00;C019;Casa;168.83;RS;Concluído;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1264;2026-01-03 17:45:00;C090;Moda;340.1;MG;Concluído;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1265;2026-01-03 18:00:00;C067;Moda;563.32;PR;Concluído;"{""sistema"": ""Web"", ""versao_app"": ""N/A""}"
1266;2026-01-03 18:15:00;C019;Esportes;244.76;MG;Concluído;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1267;2026-01-03 18:30:00;C020;Livros;144.2;PR;Pendente;"{""sistema"": ""iOS"", ""versao_app"": ""2.2""}"
1268;2026-01-03 18:45:00;C096;Eletrônicos;153.02;RJ;Concluído;"{""sistema"": ""Web"", ""versao_app"": ""N/A""}"
1269;2026-01-03 19:00:00;C071;Livros;317.37;SP;Concluído;"{""sistema"": ""iOS"", ""versao_app"": ""2.2""}"
1270;2026-01-03 19:15:00;C052;Moda;20.81;MG;Cancelado;"{""sistema"": ""Web"", ""versao_app"": ""N/A""}"
1271;2026-01-03 19:30:00;C033;Livros;261.63;MG;Concluído;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1272;2026-01-03 19:45:00;C040;Livros;129.82;PR;Concluído;"{""sistema"": ""Web"", ""versao_app"": ""N/A""}"
1273;2026-01-03 20:00:00;C039;Moda;415.21;RJ;Concluído;"{""sistema"": ""Web"", ""versao_app"": ""N/A""}"
1274;2026-01-03 20:15:00;C082;Eletrônicos;44.4;RJ;Cancelado;"{""sistema"": ""iOS"", ""versao_app"": ""2.2""}"
1275;2026-01-03 20:30:00;C001;Moda;241.81;PE;Pendente;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1276;2026-01-03 20:45:00;C011;Moda;183.95;PR;Concluído;"{""sistema"": ""iOS"", ""versao_app"": ""2.2""}"
1277;2026-01-03 21:00:00;C092;Casa;277.03;RJ;Pendente;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1278;2026-01-03 21:15:00;C057;Moda;36.76;BA;Concluído;"{""sistema"": ""iOS"", ""versao_app"": ""2.2""}"
1279;2026-01-03 21:30:00;C089;Eletrônicos;236.87;RS;Pendente;"{""sistema"": ""Web"", ""versao_app"": ""N/A""}"
1280;2026-01-03 21:45:00;C050;Livros;226.09;PE;Cancelado;"{""sistema"": ""iOS"", ""versao_app"": ""2.2""}"
1281;2026-01-03 22:00:00;C023;Esportes;225.62;BA;Concluído;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1282;2026-01-03 22:15:00;C031;Moda;251.26;SP;Cancelado;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1283;2026-01-03 22:30:00;C094;Eletrônicos;302.11;MG;Concluído;"{""sistema"": ""Web"", ""versao_app"": ""N/A""}"
1284;2026-01-03 22:45:00;C042;Moda;428.67;PE;Concluído;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1285;2026-01-03 23:00:00;C099;Eletrônicos;98.62;SP;Cancelado;"{""sistema"": ""iOS"", ""versao_app"": ""2.2""}"
1286;2026-01-03 23:15:00;C007;Esportes;455.81;MG;Concluído;"{""sistema"": ""Web"", ""versao_app"": ""N/A""}"
1287;2026-01-03 23:30:00;C016;Eletrônicos;192.42;RS;Concluído;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1288;2026-01-03 23:45:00;C090;Casa;;RJ;Concluído;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1289;2026-01-04 00:00:00;C060;Moda;35.08;BA;Pendente;"{""sistema"": ""iOS"", ""versao_app"": ""2.2""}"
1290;2026-01-04 00:15:00;C002;Casa;;PR;Concluído;"{""sistema"": ""iOS"", ""versao_app"": ""2.2""}"
1291;2026-01-04 00:30:00;C001;Casa;404.16;BA;Concluído;"{""sistema"": ""Web"", ""versao_app"": ""N/A""}"
1292;2026-01-04 00:45:00;C048;Livros;327.48;RS;Concluído;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1293;2026-01-04 01:00:00;C012;Eletrônicos;408.52;SP;Concluído;"{""sistema"": ""iOS"", ""versao_app"": ""2.2""}"
1294;2026-01-04 01:15:00;C069;Eletrônicos;202.07;PR;Pendente;"{""sistema"": ""Web"", ""versao_app"": ""N/A""}"
1295;2026-01-04 01:30:00;C037;Eletrônicos;165.04;RJ;Cancelado;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1296;2026-01-04 01:45:00;C032;Esportes;59.88;RS;Pendente;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1297;2026-01-04 02:00:00;C009;Livros;119.45;PR;Concluído;"{""sistema"": ""Web"", ""versao_app"": ""N/A""}"
1298;2026-01-04 02:15:00;C099;Casa;162.3;RS;Concluído;"{""sistema"": ""Web"", ""versao_app"": ""N/A""}"
1299;2026-01-04 02:30:00;C019;Casa;43.19;RS;Concluído;"{""sistema"": ""iOS"", ""versao_app"": ""2.2""}"
1300;2026-01-04 02:45:00;C048;Casa;82.31;RJ;Concluído;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1301;2026-01-04 03:00:00;C080;Eletrônicos;247.97;PE;Concluído;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1302;2026-01-04 03:15:00;C003;Esportes;352.63;MG;Concluído;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1303;2026-01-04 03:30:00;C020;Moda;1621.37;PR;Concluído;"{""sistema"": ""Web"", ""versao_app"": ""N/A""}"
1304;2026-01-04 03:45:00;C024;Moda;696.19;RJ;Cancelado;"{""sistema"": ""iOS"", ""versao_app"": ""2.2""}"
1305;2026-01-04 04:00:00;C054;Moda;277.2;RS;Concluído;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1306;2026-01-04 04:15:00;C033;Eletrônicos;156.72;RJ;Cancelado;"{""sistema"": ""Web"", ""versao_app"": ""N/A""}"
1307;2026-01-04 04:30:00;C024;Eletrônicos;272.77;PE;Concluído;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1308;2026-01-04 04:45:00;C075;Casa;405.04;MG;Concluído;"{""sistema"": ""iOS"", ""versao_app"": ""2.2""}"
1309;2026-01-04 05:00:00;C072;Eletrônicos;51.49;BA;Pendente;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1310;2026-01-04 05:15:00;C036;Casa;151.87;PR;Concluído;"{""sistema"": ""iOS"", ""versao_app"": ""2.2""}"
1311;2026-01-04 05:30:00;C038;Eletrônicos;477.84;MG;Cancelado;"{""sistema"": ""iOS"", ""versao_app"": ""2.2""}"
1312;2026-01-04 05:45:00;C084;Moda;141.06;SP;Concluído;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1313;2026-01-04 06:00:00;C099;Moda;232.08;PR;Concluído;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1314;2026-01-04 06:15:00;C089;Moda;241.54;MG;Concluído;"{""sistema"": ""iOS"", ""versao_app"": ""2.2""}"
1315;2026-01-04 06:30:00;C099;Casa;70.98;RS;Concluído;"{""sistema"": ""Web"", ""versao_app"": ""N/A""}"
1316;2026-01-04 06:45:00;C025;Moda;132.45;PR;Cancelado;"{""sistema"": ""iOS"", ""versao_app"": ""2.2""}"
1317;2026-01-04 07:00:00;C093;Casa;121.81;PR;Cancelado;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1318;2026-01-04 07:15:00;C018;Moda;26.64;RJ;Concluído;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1319;2026-01-04 07:30:00;C082;Casa;26.12;RS;Cancelado;"{""sistema"": ""Web"", ""versao_app"": ""N/A""}"
1320;2026-01-04 07:45:00;C066;Esportes;;SP;Concluído;"{""sistema"": ""iOS"", ""versao_app"": ""2.2""}"
1321;2026-01-04 08:00:00;C054;Casa;99.73;BA;Pendente;"{""sistema"": ""iOS"", ""versao_app"": ""2.2""}"
1322;2026-01-04 08:15:00;C035;Eletrônicos;202.49;PE;Pendente;"{""sistema"": ""iOS"", ""versao_app"": ""2.2""}"
1323;2026-01-04 08:30:00;C080;Eletrônicos;108.71;MG;Concluído;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1324;2026-01-04 08:45:00;C061;Moda;726.2;RJ;Pendente;"{""sistema"": ""iOS"", ""versao_app"": ""2.2""}"
1325;2026-01-04 09:00:00;C041;Casa;95.04;MG;Concluído;"{""sistema"": ""Web"", ""versao_app"": ""N/A""}"
1326;2026-01-04 09:15:00;C100;Eletrônicos;160.38;SP;Concluído;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1327;2026-01-04 09:30:00;C033;Moda;535.36;SP;Cancelado;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1328;2026-01-04 09:45:00;C068;Casa;481.18;PR;Concluído;"{""sistema"": ""iOS"", ""versao_app"": ""2.2""}"
1329;2026-01-04 10:00:00;C033;Moda;71.48;PE;Concluído;"{""sistema"": ""Web"", ""versao_app"": ""N/A""}"
1330;2026-01-04 10:15:00;C014;Livros;425.69;SP;Cancelado;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1331;2026-01-04 10:30:00;C021;Eletrônicos;173.21;MG;Concluído;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1332;2026-01-04 10:45:00;C048;Eletrônicos;;RS;Cancelado;"{""sistema"": ""iOS"", ""versao_app"": ""2.2""}"
1333;2026-01-04 11:00:00;C020;Casa;55.82;RS;Pendente;"{""sistema"": ""iOS"", ""versao_app"": ""2.2""}"
1334;2026-01-04 11:15:00;C008;Moda;41.01;PR;Concluído;"{""sistema"": ""Web"", ""versao_app"": ""N/A""}"
1335;2026-01-04 11:30:00;C007;Casa;345.43;BA;Concluído;"{""sistema"": ""iOS"", ""versao_app"": ""2.2""}"
1336;2026-01-04 11:45:00;C067;Moda;191.52;MG;Cancelado;"{""sistema"": ""Web"", ""versao_app"": ""N/A""}"
1337;2026-01-04 12:00:00;C017;Eletrônicos;163.55;MG;Cancelado;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1338;2026-01-04 12:15:00;C033;Livros;346.88;SP;Concluído;"{""sistema"": ""Web"", ""versao_app"": ""N/A""}"
1339;2026-01-04 12:30:00;C048;Livros;382.59;PE;Pendente;"{""sistema"": ""Web"", ""versao_app"": ""N/A""}"
1340;2026-01-04 12:45:00;C076;Casa;63.26;MG;Concluído;"{""sistema"": ""Web"", ""versao_app"": ""N/A""}"
1341;2026-01-04 13:00:00;C059;Moda;255.55;RJ;Concluído;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1342;2026-01-04 13:15:00;C086;Casa;56.36;BA;Pendente;"{""sistema"": ""iOS"", ""versao_app"": ""2.2""}"
1343;2026-01-04 13:30:00;C022;Moda;367.95;SP;Concluído;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1344;2026-01-04 13:45:00;C030;Eletrônicos;287.47;RJ;Concluído;"{""sistema"": ""iOS"", ""versao_app"": ""2.2""}"
1345;2026-01-04 14:00:00;C038;Esportes;804.41;PR;Concluído;"{""sistema"": ""Web"", ""versao_app"": ""N/A""}"
1346;2026-01-04 14:15:00;C051;Eletrônicos;37.86;RS;Cancelado;"{""sistema"": ""Web"", ""versao_app"": ""N/A""}"
1347;2026-01-04 14:30:00;C054;Esportes;34.69;PR;Pendente;"{""sistema"": ""Web"", ""versao_app"": ""N/A""}"
1348;2026-01-04 14:45:00;C008;Moda;102.89;RS;Concluído;"{""sistema"": ""Web"", ""versao_app"": ""N/A""}"
1349;2026-01-04 15:00:00;C027;Eletrônicos;95.85;PR;Concluído;"{""sistema"": ""Web"", ""versao_app"": ""N/A""}"
1350;2026-01-04 15:15:00;C027;Moda;90.92;MG;Concluído;"{""sistema"": ""iOS"", ""versao_app"": ""2.2""}"
1351;2026-01-04 15:30:00;C098;Livros;611.79;RJ;Pendente;"{""sistema"": ""iOS"", ""versao_app"": ""2.2""}"
1352;2026-01-04 15:45:00;C021;Casa;91.77;RS;Cancelado;"{""sistema"": ""Web"", ""versao_app"": ""N/A""}"
1353;2026-01-04 16:00:00;C030;Livros;;SP;Cancelado;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1354;2026-01-04 16:15:00;C097;Casa;;RJ;Pendente;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1355;2026-01-04 16:30:00;C028;Casa;169.34;SP;Cancelado;"{""sistema"": ""Web"", ""versao_app"": ""N/A""}"
1356;2026-01-04 16:45:00;C064;Livros;394.82;RJ;Concluído;"{""sistema"": ""iOS"", ""versao_app"": ""2.2""}"
1357;2026-01-04 17:00:00;C097;Eletrônicos;36.9;RJ;Concluído;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1358;2026-01-04 17:15:00;C069;Moda;187.15;PR;Concluído;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1359;2026-01-04 17:30:00;C061;Eletrônicos;28.55;RS;Pendente;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1360;2026-01-04 17:45:00;C048;Esportes;36.18;RS;Concluído;"{""sistema"": ""Web"", ""versao_app"": ""N/A""}"
1361;2026-01-04 18:00:00;C019;Esportes;612.28;PE;Concluído;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1362;2026-01-04 18:15:00;C004;Eletrônicos;57.49;RJ;Concluído;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1363;2026-01-04 18:30:00;C035;Casa;210.05;MG;Concluído;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1364;2026-01-04 18:45:00;C064;Esportes;152.37;MG;Cancelado;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1365;2026-01-04 19:00:00;C049;Eletrônicos;126.68;SP;Concluído;"{""sistema"": ""iOS"", ""versao_app"": ""2.2""}"
1366;2026-01-04 19:15:00;C017;Casa;595.23;SP;Concluído;"{""sistema"": ""Web"", ""versao_app"": ""N/A""}"
1367;2026-01-04 19:30:00;C044;Esportes;25.52;PR;Concluído;"{""sistema"": ""Web"", ""versao_app"": ""N/A""}"
1368;2026-01-04 19:45:00;C092;Eletrônicos;292.5;RJ;Cancelado;"{""sistema"": ""iOS"", ""versao_app"": ""2.2""}"
1369;2026-01-04 20:00:00;C030;Casa;846.89;SP;Concluído;"{""sistema"": ""iOS"", ""versao_app"": ""2.2""}"
1370;2026-01-04 20:15:00;C093;Moda;225.34;SP;Concluído;"{""sistema"": ""Web"", ""versao_app"": ""N/A""}"
1371;2026-01-04 20:30:00;C046;Esportes;710.45;BA;Cancelado;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1372;2026-01-04 20:45:00;C006;Esportes;33.42;RJ;Pendente;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1373;2026-01-04 21:00:00;C099;Esportes;155.66;PR;Cancelado;"{""sistema"": ""Web"", ""versao_app"": ""N/A""}"
1374;2026-01-04 21:15:00;C037;Moda;95.33;SP;Concluído;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1375;2026-01-04 21:30:00;C024;Livros;348.09;PR;Pendente;"{""sistema"": ""iOS"", ""versao_app"": ""2.2""}"
1376;2026-01-04 21:45:00;C093;Livros;1014.77;RS;Concluído;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1377;2026-01-04 22:00:00;C046;Moda;94.11;PR;Cancelado;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1378;2026-01-04 22:15:00;C053;Livros;285.46;MG;Concluído;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1379;2026-01-04 22:30:00;C095;Eletrônicos;75.19;MG;Pendente;"{""sistema"": ""Web"", ""versao_app"": ""N/A""}"
1380;2026-01-04 22:45:00;C099;Casa;228.29;PR;Cancelado;"{""sistema"": ""iOS"", ""versao_app"": ""2.2""}"
1381;2026-01-04 23:00:00;C060;Eletrônicos;175.87;MG;Concluído;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1382;2026-01-04 23:15:00;C097;Eletrônicos;913.94;RS;Cancelado;"{""sistema"": ""Web"", ""versao_app"": ""N/A""}"
1383;2026-01-04 23:30:00;C063;Eletrônicos;254.46;RJ;Concluído;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1384;2026-01-04 23:45:00;C085;Casa;127.51;MG;Cancelado;"{""sistema"": ""iOS"", ""versao_app"": ""2.2""}"
1385;2026-01-05 00:00:00;C032;Moda;50.29;MG;Pendente;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1386;2026-01-05 00:15:00;C087;Casa;61.0;PR;Pendente;"{""sistema"": ""iOS"", ""versao_app"": ""2.2""}"
1387;2026-01-05 00:30:00;C033;Eletrônicos;83.83;RS;Cancelado;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1388;2026-01-05 00:45:00;C067;Moda;92.24;PE;Pendente;"{""sistema"": ""iOS"", ""versao_app"": ""2.2""}"
1389;2026-01-05 01:00:00;C018;Moda;495.31;PE;Concluído;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1390;2026-01-05 01:15:00;C025;Livros;225.94;PE;Cancelado;"{""sistema"": ""iOS"", ""versao_app"": ""2.2""}"
1391;2026-01-05 01:30:00;C095;Moda;205.26;PE;Concluído;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1392;2026-01-05 01:45:00;C054;Casa;50.48;RJ;Concluído;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1393;2026-01-05 02:00:00;C058;Livros;511.78;PR;Concluído;"{""sistema"": ""Web"", ""versao_app"": ""N/A""}"
1394;2026-01-05 02:15:00;C067;Casa;340.77;PR;Cancelado;"{""sistema"": ""Web"", ""versao_app"": ""N/A""}"
1395;2026-01-05 02:30:00;C046;Eletrônicos;37.52;BA;Pendente;"{""sistema"": ""iOS"", ""versao_app"": ""2.2""}"
1396;2026-01-05 02:45:00;C024;Eletrônicos;327.61;RS;Concluído;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1397;2026-01-05 03:00:00;C032;Livros;216.06;PE;Concluído;"{""sistema"": ""iOS"", ""versao_app"": ""2.2""}"
1398;2026-01-05 03:15:00;C047;Eletrônicos;41.31;RJ;Cancelado;"{""sistema"": ""Web"", ""versao_app"": ""N/A""}"
1399;2026-01-05 03:30:00;C086;Livros;173.26;RS;Cancelado;"{""sistema"": ""iOS"", ""versao_app"": ""2.2""}"
1400;2026-01-05 03:45:00;C023;Moda;185.75;PE;Concluído;"{""sistema"": ""iOS"", ""versao_app"": ""2.2""}"
1401;2026-01-05 04:00:00;C066;Esportes;65.31;RJ;Concluído;"{""sistema"": ""Web"", ""versao_app"": ""N/A""}"
1402;2026-01-05 04:15:00;C027;Livros;748.3;RS;Concluído;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1403;2026-01-05 04:30:00;C002;Esportes;494.24;PR;Concluído;"{""sistema"": ""iOS"", ""versao_app"": ""2.2""}"
1404;2026-01-05 04:45:00;C090;Moda;296.43;PR;Concluído;"{""sistema"": ""Web"", ""versao_app"": ""N/A""}"
1405;2026-01-05 05:00:00;C017;Livros;175.11;SP;Pendente;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1406;2026-01-05 05:15:00;C033;Moda;152.66;MG;Concluído;"{""sistema"": ""Web"", ""versao_app"": ""N/A""}"
1407;2026-01-05 05:30:00;C009;Moda;283.15;PE;Concluído;"{""sistema"": ""iOS"", ""versao_app"": ""2.2""}"
1408;2026-01-05 05:45:00;C043;Casa;217.1;BA;Pendente;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1409;2026-01-05 06:00:00;C048;Livros;36.07;RS;Concluído;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1410;2026-01-05 06:15:00;C039;Esportes;199.62;BA;Concluído;"{""sistema"": ""Web"", ""versao_app"": ""N/A""}"
1411;2026-01-05 06:30:00;C093;Livros;430.49;SP;Concluído;"{""sistema"": ""Web"", ""versao_app"": ""N/A""}"
